	gene_angle	correction_std	highly_variable	cycle_variable
SAUSA300_RS01735	42.074066	0.46649472210898274	False	False
SAUSA300_RS01740	119.43322	0.17367842323326016	False	False
SAUSA300_RS01745	101.34519	0.3223322106654061	False	False
SAUSA300_RS01750	135.48251	0.2266335325704589	False	False
SAUSA300_RS01755	292.2525	0.8054135523519446	False	False
SAUSA300_RS01770	83.16958	0.38746589321141667	False	False
SAUSA300_RS01775	117.13375	0.35038295227983585	False	False
SAUSA300_RS01780	104.08444	0.35248785075216993	True	False
SAUSA300_RS01785	110.699745	0.35421278689801233	False	False
SAUSA300_RS01790	169.47034	0.4044449237317354	False	False
SAUSA300_RS01795	142.11548	0.27475814460473674	False	False
SAUSA300_RS01800	113.62911	0.3942310432377244	False	False
SAUSA300_RS01805	86.66825	0.30416838557514253	False	False
SAUSA300_RS01810	129.53319	0.24840489856047338	False	False
SAUSA300_RS01830	122.135826	0.32031679331352103	False	False
SAUSA300_RS01835	91.27799	0.3743736214653512	False	False
SAUSA300_RS01840	47.14206	0.5160386741482873	False	False
SAUSA300_RS01845	55.677498	0.5522988933575256	False	False
SAUSA300_RS01850	48.466293	0.5568868975325737	False	False
SAUSA300_RS01855	109.527054	0.2664772163737251	True	False
SAUSA300_RS01860	104.11029	0.24607536997500604	True	False
SAUSA300_RS01865	88.65722	0.4015301567859189	False	False
SAUSA300_RS01870	118.02897	0.17893368491164582	False	False
SAUSA300_RS01875	121.03983	0.25228823161976766	False	False
SAUSA300_RS01885	114.34431	0.3329077188885415	False	False
SAUSA300_RS01890	23.463287	0.7393889358840481	False	False
SAUSA300_RS01895	97.58783	0.2770028039878541	True	False
SAUSA300_RS01900	49.192123	0.5526278615927271	False	False
SAUSA300_RS01915	79.77296	0.4109001305364984	False	False
SAUSA300_RS01920	102.48539	0.35754837854031196	False	False
SAUSA300_RS01925	89.85477	0.3432154019072112	False	False
SAUSA300_RS01930	118.064606	0.26535448932539085	False	False
SAUSA300_RS01935	354.67596	0.753952658178862	False	False
SAUSA300_RS01940	179.10733	0.7196863786523582	False	False
SAUSA300_RS01945	174.48419	0.5797495664260247	False	False
SAUSA300_RS01950	170.8156	0.46057109031751337	False	False
SAUSA300_RS01980	209.60568	0.7302304061593147	True	True
SAUSA300_RS01990	202.78131	0.5949217974167296	True	True
SAUSA300_RS02000	178.1179	0.4203325738342704	False	False
SAUSA300_RS02005	85.9353	0.44728276812055784	False	False
SAUSA300_RS02010	242.88904	0.5391574814328445	False	False
SAUSA300_RS02020	177.95998	0.5107791819491714	False	False
SAUSA300_RS02025	178.0781	0.3839632763603316	False	False
SAUSA300_RS02030	81.90389	0.4223326537286319	False	False
SAUSA300_RS02035	153.3347	0.30070928513947676	False	False
SAUSA300_RS02045	130.70398	0.2856209743148746	False	False
SAUSA300_RS02050	148.34892	0.24491744690005315	False	False
SAUSA300_RS02055	95.34048	0.5264399063555121	False	False
SAUSA300_RS02060	147.70956	0.3361372182731203	False	False
SAUSA300_RS02065	158.56842	0.4862090167994816	True	False
SAUSA300_RS02070	161.59062	0.5424723109027632	False	False
SAUSA300_RS02075	159.73308	0.47898098411522394	True	False
SAUSA300_RS02100	308.2127	0.918802774648018	False	False
SAUSA300_RS02105	80.22602	0.5533316079977846	False	False
SAUSA300_RS02165	164.97461	0.39001229534949095	True	False
SAUSA300_RS02175	143.21048	0.23370988530932293	False	False
SAUSA300_RS02180	161.91832	0.39445651265000664	False	False
SAUSA300_RS02185	177.21841	0.48095839454650025	False	False
SAUSA300_RS02190	168.91231	0.40595742782331057	True	False
SAUSA300_RS02205	90.46248	0.45472141225549967	False	False
SAUSA300_RS02225	325.383	0.5707168200497132	False	False
SAUSA300_RS02230	246.19125	0.5643072120408363	False	False
SAUSA300_RS02235	135.41495	0.2745428970824324	False	False
SAUSA300_RS02240	131.71762	0.26116620402983093	False	False
SAUSA300_RS02245	178.22987	0.3449873550745796	False	False
SAUSA300_RS02250	185.08566	0.4146416463160919	False	False
SAUSA300_RS02255	157.46881	0.261568688684864	False	False
SAUSA300_RS02260	161.18813	0.2950768374575553	False	False
SAUSA300_RS02265	208.05083	0.701116203013952	False	False
SAUSA300_RS02270	131.95834	0.33495947728357106	False	False
SAUSA300_RS02280	194.1123	0.4290705986533008	True	False
SAUSA300_RS02285	187.84018	0.36073372075646765	False	False
SAUSA300_RS02290	203.406	0.5038753449739085	False	False
SAUSA300_RS15095	65.48575	0.5149495012979484	False	False
SAUSA300_RS02300	169.29735	0.21966702219429643	False	False
SAUSA300_RS02305	129.13202	0.3950737600513889	False	False
SAUSA300_RS02315	110.12712	0.5527675790147757	True	True
SAUSA300_RS02320	43.750717	0.8681342682681331	True	True
SAUSA300_RS02325	85.56818	0.46596068296161564	False	False
SAUSA300_RS02330	51.064667	0.7379684654285533	False	False
SAUSA300_RS02335	88.69381	0.5296464796686263	False	False
SAUSA300_RS02340	161.46527	0.3395496748757031	False	False
SAUSA300_RS02345	239.61014	0.6003541838270753	True	True
SAUSA300_RS02350	173.64584	0.26131990089054596	False	False
SAUSA300_RS02355	240.28606	0.6426095186931429	False	False
SAUSA300_RS02360	188.08432	0.45874990204585325	True	False
SAUSA300_RS02365	159.93938	0.37077873784134624	False	False
SAUSA300_RS02370	185.52275	0.30988363985924494	False	False
SAUSA300_RS02380	99.24142	0.44028761529119387	False	False
SAUSA300_RS02385	118.33594	0.36802161794575405	False	False
SAUSA300_RS02395	132.55295	0.3791559946044889	False	False
SAUSA300_RS02400	126.22803	0.3032651825199932	False	False
SAUSA300_RS02405	132.29813	0.4840049570566209	False	False
SAUSA300_RS15100	266.23428	0.5674401307444006	False	False
SAUSA300_RS02410	138.69153	0.3821647065626545	False	False
SAUSA300_RS02415	144.84665	0.26750346684524645	False	False
SAUSA300_RS02420	157.1395	0.2385403757794126	False	False
SAUSA300_RS02425	196.89815	0.3226025873544068	False	False
SAUSA300_RS02430	172.82433	0.22214634862850788	False	False
SAUSA300_RS02435	137.11444	0.29171008215189215	True	False
SAUSA300_RS02455	161.53436	0.2627290957230676	False	False
SAUSA300_RS02460	145.2747	0.2653677362441995	False	False
SAUSA300_RS02465	158.77509	0.24825367903633178	False	False
SAUSA300_RS02475	144.91	0.42596343824886546	False	False
SAUSA300_RS02480	155.63574	0.3474600840085972	False	False
SAUSA300_RS02485	159.1248	0.36634016891747717	True	False
SAUSA300_RS02490	133.75844	0.32861719177666576	False	False
SAUSA300_RS02495	115.42638	0.45092151849794615	False	False
SAUSA300_RS02500	145.53754	0.4184360576594774	True	False
SAUSA300_RS02510	167.17505	0.3020222854700762	False	False
SAUSA300_RS02515	165.57385	0.277180968452867	False	False
SAUSA300_RS02520	170.34297	0.2582787380921764	False	False
SAUSA300_RS02525	173.2965	0.3746496264889896	False	False
SAUSA300_RS02530	159.3275	0.2073740224497349	False	False
SAUSA300_RS02535	176.61758	0.35174532736488223	False	False
SAUSA300_RS02540	164.4039	0.3159246849261727	False	False
SAUSA300_RS02545	184.01463	0.3569338117191211	True	False
SAUSA300_RS02550	192.2068	0.39097390347491434	False	False
SAUSA300_RS02560	193.70827	0.2584034429061103	False	False
SAUSA300_RS02565	188.15085	0.257580150325779	False	False
SAUSA300_RS02575	166.47781	0.2912803306906507	False	False
SAUSA300_RS02580	224.96878	0.50264258083672	False	False
SAUSA300_RS02585	150.52277	0.4125687012738316	False	False
SAUSA300_RS02590	190.15855	0.3564682631310822	False	False
SAUSA300_RS02595	180.24951	0.3140543814501261	False	False
SAUSA300_RS02600	196.0404	0.46400347439176814	False	False
SAUSA300_RS02605	202.97264	0.3758890178864237	False	False
SAUSA300_RS02610	197.52269	0.3984039400996659	False	False
SAUSA300_RS02615	176.27693	0.4168419795439703	False	False
SAUSA300_RS02620	179.03488	0.2665876821535849	False	False
SAUSA300_RS02625	216.15509	0.521016202114174	False	False
SAUSA300_RS02630	156.17064	0.398236587014829	False	False
SAUSA300_RS02635	181.59076	0.28755509612741265	False	False
SAUSA300_RS02640	144.04419	0.3912790623887773	False	False
SAUSA300_RS02645	105.067635	0.5886874918598376	False	False
SAUSA300_RS02650	172.83443	0.31393996480727965	False	False
SAUSA300_RS02655	134.22171	0.3815344310943684	False	False
SAUSA300_RS02660	175.43143	0.31318077690103424	False	False
SAUSA300_RS02670	119.3817	0.4885530270599363	False	False
SAUSA300_RS02680	144.65558	0.4594471272110965	True	False
SAUSA300_RS02695	182.68056	0.2502612390279034	False	False
SAUSA300_RS02700	197.2016	0.34053052395212263	False	False
SAUSA300_RS02705	197.94489	0.40848485151406294	False	False
SAUSA300_RS02710	212.59236	0.43385722747141964	False	False
SAUSA300_RS02715	279.23862	0.7714590717399389	False	False
SAUSA300_RS02720	310.2973	0.9845135199989952	False	False
SAUSA300_RS02725	303.412	0.8941264603726624	False	False
SAUSA300_RS02730	301.38757	0.8968863514729197	True	True
SAUSA300_RS02740	259.83563	0.6849778777631206	False	False
SAUSA300_RS02745	225.73209	0.38876676317838865	False	False
SAUSA300_RS02750	199.98584	0.36645640715076444	False	False
SAUSA300_RS02755	214.77301	0.46379694821193174	False	False
SAUSA300_RS02760	200.18292	0.25165123918115884	False	False
SAUSA300_RS02765	228.63077	0.5261646925662531	False	False
SAUSA300_RS02770	239.22195	0.5067635845764951	False	False
SAUSA300_RS02775	249.29376	0.6420370244627338	False	False
SAUSA300_RS02780	246.65564	0.5719586512480044	False	False
SAUSA300_RS15115	222.55473	0.4341790309957102	False	False
SAUSA300_RS02785	199.24551	0.2903726309001382	False	False
SAUSA300_RS02790	215.11378	0.406032836512589	False	False
SAUSA300_RS02795	189.50214	0.414957115395206	False	False
SAUSA300_RS02800	188.48714	0.3101614946340131	False	False
SAUSA300_RS02805	190.63385	0.39115677848742425	False	False
SAUSA300_RS02810	197.74718	0.22595819875227752	False	False
SAUSA300_RS02815	169.8213	0.3095550430822492	False	False
SAUSA300_RS02820	194.29955	0.40546045042553835	False	False
SAUSA300_RS02825	205.45651	0.48687563519901383	False	False
SAUSA300_RS02830	188.45024	0.25491432090141514	False	False
SAUSA300_RS02835	184.15697	0.37939385748301013	False	False
SAUSA300_RS02840	190.31186	0.39930596792021467	False	False
SAUSA300_RS02845	185.43028	0.34376001519489724	True	False
SAUSA300_RS02850	208.988	0.3250048912708104	True	False
SAUSA300_RS02855	262.571	0.5406934868152392	False	False
SAUSA300_RS02860	228.10338	0.3752452129792669	False	False
SAUSA300_RS02865	267.2251	0.6459279483201039	False	False
SAUSA300_RS02870	349.16156	0.6311541107090539	False	False
SAUSA300_RS02875	177.63481	0.3256588403100199	False	False
SAUSA300_RS02880	242.96469	0.4294771577927594	False	False
SAUSA300_RS02885	320.48694	0.7564881879465215	False	False
SAUSA300_RS02890	182.37982	0.2479443130650047	False	False
SAUSA300_RS02895	207.2843	0.23955485386373232	False	False
SAUSA300_RS02900	212.79103	0.32774017255702204	False	False
SAUSA300_RS02905	176.66194	0.330355060420325	False	False
SAUSA300_RS02910	168.30644	0.4976427662317731	False	False
SAUSA300_RS02915	132.39026	0.7206259035571368	True	True
SAUSA300_RS02920	171.52377	0.41815487743853025	False	False
SAUSA300_RS02925	141.7356	0.6789384204945897	True	True
SAUSA300_RS02930	231.59415	0.4843315148577444	True	False
SAUSA300_RS02935	217.7121	0.4315795286422567	False	False
SAUSA300_RS02940	232.84688	0.3671422307154827	False	False
SAUSA300_RS02945	225.73701	0.3280068877300367	False	False
SAUSA300_RS02950	222.41113	0.35977201945234366	False	False
SAUSA300_RS02955	227.3306	0.4016649850043278	False	False
SAUSA300_RS02960	284.82413	0.6793880181220776	False	False
SAUSA300_RS02965	263.4663	0.5723768158349585	False	False
SAUSA300_RS02970	289.56458	0.7128676225493022	True	True
SAUSA300_RS02975	205.75949	0.23446814931091706	False	False
SAUSA300_RS02985	219.1216	0.27422612657576056	False	False
SAUSA300_RS02990	220.01756	0.2627457389096809	False	False
SAUSA300_RS02995	255.80301	0.5067806460520997	True	True
SAUSA300_RS03000	54.0037	0.6815759085861762	False	False
SAUSA300_RS03010	251.16504	0.4506628852500685	False	False
SAUSA300_RS03015	229.55487	0.46557270548339597	False	False
SAUSA300_RS03020	237.49872	0.4018629049682982	False	False
SAUSA300_RS03025	220.79066	0.2906736404630039	False	False
