Genes	Promoters - promoters upstream of gene	Regulation - transcription units of gene	Transcription Units	Regulation - transcription factor regulators of gene	Accession-1
EG11634	PM0-8061	TU0-7681	TU0-7681	CPLX0-7639 // G7072-MONOMER	b1548
EG11635		TU0-12981	TU0-12981		b0560
EG12108	PM0-9342	TU0-14258 // TU0-8816	TU0-14258 // TU0-8816	CPLX0-7756 // EG12108-MONOMER	b2709
G7413	PM0-4681	TU0-4441	TU0-4441	CPLX0-7797 // PHOSPHO-NARL // PHOSPHO-NARP // EG12108-MONOMER // PC00027	b2710
EG12450		TU0-4441	TU0-4441	CPLX0-7797 // PHOSPHO-NARL // PHOSPHO-NARP // EG12108-MONOMER // PC00027	b2711
EG12147		TU00487	TU00487	PD00353	b3206
EG10660	PM00063	TU00047	TU00047	PD00288 // CPLX0-8061 // MONOMER0-160 // CPLX0-7669 // CPLX0-226 // CPLX0-7705 // G7072-MONOMER	b2234
EG10661		TU00047	TU00047	PD00288 // CPLX0-8061 // MONOMER0-160 // CPLX0-7669 // CPLX0-226 // CPLX0-7705 // G7072-MONOMER	b2235
EG11417	PM0-5023	TU0-4783	TU0-4783	PD00288 // CPLX0-8061 // CPLX0-7797 // G7072-MONOMER	b4238
EG20257		TU0-1022	TU0-1022	G7326-MONOMER // CPLX0-8061 // CPLX0-7639	b2675
EG12381		TU0-1022	TU0-1022	G7326-MONOMER // CPLX0-8061 // CPLX0-7639	b2676
G812	PM0-9780	TU0-14501 // TU0-4783	TU0-14501 // TU0-4783	PD00288 // CPLX0-8061 // CPLX0-7797 // G7072-MONOMER	b4237
G7401	PM0-1182	TU0-1022	TU0-1022	G7326-MONOMER // CPLX0-8061 // CPLX0-7639	b2673
G7402		TU0-1022	TU0-1022	G7326-MONOMER // CPLX0-8061 // CPLX0-7639	b2674
EG11320	PM0-9643	TU0-12921	TU0-12921	G7072-MONOMER // PD00353	b0413
EG11781	PM00280	TU00199	TU00199	CPLX0-7756 // CPLX0-7705 // CPLX0-7797 // CPLX0-3930 // PHOSPHO-NARL // PHOSPHO-NARP // PC00027 // G7072-MONOMER	b4070
EG11945		TU00199	TU00199	CPLX0-7756 // CPLX0-7705 // CPLX0-7797 // CPLX0-3930 // PHOSPHO-NARL // PHOSPHO-NARP // PC00027 // G7072-MONOMER	b4071
EG11946		TU00199	TU00199	CPLX0-7756 // CPLX0-7705 // CPLX0-7797 // CPLX0-3930 // PHOSPHO-NARL // PHOSPHO-NARP // PC00027 // G7072-MONOMER	b4072
EG11947		TU00199	TU00199	CPLX0-7756 // CPLX0-7705 // CPLX0-7797 // CPLX0-3930 // PHOSPHO-NARL // PHOSPHO-NARP // PC00027 // G7072-MONOMER	b4073
EG11948		TU00199	TU00199	CPLX0-7756 // CPLX0-7705 // CPLX0-7797 // CPLX0-3930 // PHOSPHO-NARL // PHOSPHO-NARP // PC00027 // G7072-MONOMER	b4074
EG11949		TU00199	TU00199	CPLX0-7756 // CPLX0-7705 // CPLX0-7797 // CPLX0-3930 // PHOSPHO-NARL // PHOSPHO-NARP // PC00027 // G7072-MONOMER	b4075
EG11950		TU00199	TU00199	CPLX0-7756 // CPLX0-7705 // CPLX0-7797 // CPLX0-3930 // PHOSPHO-NARL // PHOSPHO-NARP // PC00027 // G7072-MONOMER	b4076
EG11212	PM0-8938	TU0-8502	TU0-8502	PD00353	b4178
EG10662		TU0-8458 // TU0-8456	TU0-8458 // TU0-8456	RPON-MONOMER	b1633
EG11138	PM0-8623	TU0-8243	TU0-8243		b1865
EG11702		TU0-14103	TU0-14103	G7072-MONOMER	b3996
G7740		TU0-8815	TU0-8815	PHOSPHO-ARCA	b3397
EG12633		TU0-13837	TU0-13837	PHOSPHO-CREB	b3034
G6954		TU0-8814	TU0-8814	G7072-MONOMER	b1759
G7164		TU0-8730	TU0-8730		b2251
G6580		TU0-13145	TU0-13145	G7072-MONOMER	b1134
EG12410		TU0-13639	TU0-13639		b2467
EG12693		TU0-13417	TU0-13417	PD00353	b1813
EG12082	PM00593 // PM00592	TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2288
EG12083		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2287
EG12084		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2286
EG12086		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2285
EG11774		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2284
EG12087		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2283
EG12088		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2282
EG12089		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2281
EG12090		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2280
EG12091		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2279
EG12092		TU00448 // TU00310	TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2278
EG11773	PM0-9814	TU0-14531 // TU00448 // TU00310	TU0-14531 // TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2277
EG12093		TU0-14531 // TU00448 // TU00310	TU0-14531 // TU00448 // TU00310	CPLX0-7705 // CPLX0-7797 // PHOSPHO-ARCA // PC00027 // PHOSPHO-NARL // CPLX0-7748 // PD00353	b2276
EG11971	PM00199	TU00147	TU00147	CPLX0-7740 // CPLX0-226 // G7072-MONOMER // PHOSPHO-ARCA	b2393
EG10664	PM00173	TU0-5564 // TU0-5562 // TU0-5561 // TU00129	TU0-5564 // TU0-5562 // TU0-5561 // TU00129	PD00353 // CPLX0-7740 // PD01196 // CPLX0-226	b2964
EG12029		TU0-13543	TU0-13543		b2161
EG10665	PM0-46446	TU0-44226 // TU0-6223 // TU341 // TU00517 // TU00311	TU0-44226 // TU0-6223 // TU341 // TU00517 // TU00311	CPLX0-226 // CPLX0-228 // PHOSPHO-HYDG // CPLX0-7705 // G7072-MONOMER	b3169
EG10666		TU0-14466 // TU0-12921	TU0-14466 // TU0-12921	G7072-MONOMER // PD00353	b0416
EG10667		TU00354	TU00354		b3982
G7656		TU0-42628	TU0-42628	EG12008-MONOMER // G7072-MONOMER	b3183
G0-10701					
G7119		TU0-14353	TU0-14353		b2082
EG10668	PM0-10357	TU0-14739 // TU0-13222	TU0-14739 // TU0-13222	PHOSPHO-NARL // CPLX0-7705 // G7072-MONOMER	b1335
G0-10598	PM0-9622	TU0-14421	TU0-14421		b4608
EG10669	PM00357 // PM00064	TU0-4742 // TU00048	TU0-4742 // TU00048	CPLX0-226 // G7072-MONOMER	b0957
EG10670	PM00630 // PM00631 // PM00065	TU00477 // TU00476 // TU00049	TU00477 // TU00476 // TU00049	G7947-MONOMER // PC00027 // MONOMER0-155 // PD00353 // PD00969 // PHOSPHO-OMPR // CPLX0-7748	b2215
EG10671	PM0-46528 // PM00066	TU0-45229 // TU00050	TU0-45229 // TU00050	PHOSPHO-PHOB // PHOSPHO-RSTA // CPLX0-7748 // PHOSPHO-OMPR // PC00027 // PD00969 // CPLX0-226 // CPLX0-7639 // G7072-MONOMER	b0929
G6657		TU0-13212 // TU0-13213	TU0-13212 // TU0-13213	G6658-MONOMER // EG12386-MONOMER	b1319
G7814		TU0-14064	TU0-14064		b3875
G6700	PM0-46393	TU0-42540 // TU0-41760 // TU0-13240	TU0-42540 // TU0-41760 // TU0-13240	PD00406 // G7072-MONOMER	b1377
EG10672	PM223 // PM222 // PM221 // PM00247	TU163 // TU162 // TU161 // TU00177	TU163 // TU162 // TU161 // TU00177	PC00027 // CPLX0-226 // G7072-MONOMER	b3405
EG10673	PM0-8203	TU0-7823 // TU00264	TU0-7823 // TU00264	PHOSPHO-PHOP // PD00353 // G7072-MONOMER	b0565
EG11124	PM0-9249	TU0-8813	TU0-8813	PD00406 // CPLX0-7639 // PHOSPHO-NARL // CPLX0-226 // PHOSPHO-ARCA // CPLX0-7797	b1256
EG12117	PM0-9248	TU0-14688 // TU0-8812	TU0-14688 // TU0-8812	CPLX0-7797 // PHOSPHO-OMPR	b0814
G0-8868	PM0-9199	TU0-8763	TU0-8763	PHOSPHO-OMPR	b4444
G0-8882	PM0-9198	TU0-8762	TU0-8762	PHOSPHO-OMPR	b4445
EG12591		TU0-14212	TU0-14212		b4359
G6552		TU0-8826	TU0-8826		b1047
EG12859		TU0-13259	TU0-13259		b1424
G6418		TU0-8569	TU0-8569		b0815
EG11885	PM0-46474 // PM0-4383 // PM00542	TU0-45174 // TU0-4143 // TU00297	TU0-45174 // TU0-4143 // TU00297		b1048
EG11886		TU0-45174 // TU0-4143 // TU00297	TU0-45174 // TU0-4143 // TU00297		b1049
EG10674	PM00306	TU00222	TU00222	CPLX0-7639 // PD00353 // CPLX0-6 // PHOSPHO-ARCA // G7072-MONOMER	b1243
EG10675	PM0-46450	TU0-45147 // TU00222	TU0-45147 // TU00222	CPLX0-7639 // PD00353 // CPLX0-6 // PHOSPHO-ARCA // G7072-MONOMER	b1244
EG10676		TU0-45147 // TU00222	TU0-45147 // TU00222	CPLX0-7639 // PD00353 // CPLX0-6 // PHOSPHO-ARCA // G7072-MONOMER	b1245
EG10677		TU0-45147 // TU00222	TU0-45147 // TU00222	CPLX0-7639 // PD00353 // CPLX0-6 // PHOSPHO-ARCA // G7072-MONOMER	b1246
EG10678		TU0-45147 // TU00222	TU0-45147 // TU00222	CPLX0-7639 // PD00353 // CPLX0-6 // PHOSPHO-ARCA // G7072-MONOMER	b1247
G7842		TU0-14151	TU0-14151	EG12386-MONOMER	b4162
G6756		TU0-13269	TU0-13269	CPLX0-226 // G7072-MONOMER // CPLX0-7797	b1445
G0-17076					
EG10679	PM0-46529 // PM00532 // PM00531	TU0-45230 // TU00389 // TU00388	TU0-45230 // TU00389 // TU00388	PHOSPHO-RCSB // G7072-MONOMER	b1283
EG10680	PM00545 // PM00544	TU0-1762 // TU0-1761	TU0-1762 // TU0-1761	PD00353 // PD00288 // MONOMER0-46 // PHOSPHO-RCSB	b1482
EG10044	PM0-46586 // PM00543	TU0-45283 // TU00398	TU0-45283 // TU00398	PC00027 // CPLX0-7705	b1739
EG12012	PM0-9860 // PM0-5581	TU0-14559 // TU0-5341	TU0-14559 // TU0-5341		b2131
EG11391	PM0-46534 // PM00529	TU0-45234 // TU0-1981	TU0-45234 // TU0-1981	EG11356-MONOMER // CPLX0-7705 // PC00027 // CPLX0-226 // G7072-MONOMER // PD00353 // PHOSPHO-ARCA	b4376
EG11751	PM00534	TU0-7722 // TU00391 // TU00312	TU0-7722 // TU00391 // TU00312		b1896
EG11752	PM0-8102 // PM00533	TU0-7722 // TU00312	TU0-7722 // TU00312		b1897
G7236		TU0-7746 // TU0-13610	TU0-7746 // TU0-13610	PHOSPHO-EVGA // EG12386-MONOMER	b2373
EG10681	PM0-46569 // PM00067	TU0-45266 // TU00051	TU0-45266 // TU00051	PD00214 // CPLX0-226	b3961
EG31116	PM0-10525	TU0-8485	TU0-8485	PD00214	b4458
G6709	PM5	TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1388
G6710		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1389
G6711		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1390
G6712		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1391
G6713		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1392
G6714		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1393
G6715		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1394
G6716		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1395
G6717		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1396
G6718	PM0-46430 // PM0-46429 // PM0-46428	TU0-44207 // TU0-44206 // TU0-44205 // TU5	TU0-44207 // TU0-44206 // TU0-44205 // TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1397
G6719		TU5	TU5	CPLX0-8563 // CPLX0-7731 // CPLX0-226 // PC00027	b1398
G6720	PM7	TU7	TU7	CPLX0-7731	b1399
G6721		TU7	TU7	CPLX0-7731	b1400
G6708	PM4	TU4	TU4	CPLX0-7731 // CPLX0-226 // PC00027	b1387
EG10682	PM00446	TU0-6885 // TU0-6554	TU0-6885 // TU0-6554		b3360
EG10683		TU0-13417	TU0-13417	PD00353	b1812
EG11493		TU0-13135	TU0-13135	G7072-MONOMER	b1096
G7873		TU0-14164	TU0-14164		b4218
EG12180	PM0-8201	TU0-7821	TU0-7821	CPLX0-8563 // PHOSPHO-PHOP // PD00288	b0622
EG10684		TU21	TU21	PD00353 // G7072-MONOMER	b0741
EG11675	PM0-10209	TU00313	TU00313		b0134
EG11746		TU00313	TU00313		b0133
EG11747	PM0-46355 // PM0-36223	TU0-42600 // TU0-8486	TU0-42600 // TU0-8486		b0131
G6239		TU0-12924	TU0-12924		b0425
EG10685		TU00314	TU00314		b3258
EG12211		TU0-8583	TU0-8583	PD00353	b3459
G6157		TU0-12876	TU0-12876		b0286
G6156		TU0-12876	TU0-12876		b0285
G6155		TU0-12876	TU0-12876		b0284
G6154		TU0-12876	TU0-12876		b0283
EG10686		TU0-13830	TU0-13830		b3019
EG10687		TU0-13837	TU0-13837	PHOSPHO-CREB	b3030
G7596	PM0-46561 // PM0-3521	TU0-45258 // TU0-3341	TU0-45258 // TU0-3341	PROTEIN-NRIP // CPLX0-7705 // PC00027 // PD00353	b3073
G6755		TU0-42535 // TU0-13268	TU0-42535 // TU0-13268	EG12105-MONOMER // G7072-MONOMER	b1444
G7350	PM0-46172	TU0-42472 // TU0-13671	TU0-42472 // TU0-13671	CPLX0-226	b2584
G7322		TU0-13652	TU0-13652		b2519
EG12015		TU0-13529	TU0-13529		b2134
EG10688	PM00193	TU00141	TU00141	CPLX0-7721 // CPLX0-226 // PC00061	b3403
EG10689		TU00363	TU00363		b2743
EG10690	PM0-46545 // PM0-36157 // PM0-8744 // PM0-8743 // PM0-2523	TU0-45245 // TU0-36412 // TU0-8362 // TU0-8361 // TU00315	TU0-45245 // TU0-36412 // TU0-8362 // TU0-8361 // TU00315		b0143
EG11145		TU0-13618	TU0-13618		b2395
G6252		TU0-12940	TU0-12940		b0457
EG11938	PM0-10431	TU0-8609	TU0-8609	G7072-MONOMER	b4061
G6996		TU0-13418	TU0-13418		b1815
G7314	PM0-36132	TU0-8738	TU0-8738	CPLX0-7797 // G7072-MONOMER	b2503
G6608		TU0-13163	TU0-13163	EG12386-MONOMER	b1168
EG12252	PM0-1730	TU0-1549	TU0-1549	CPLX0-3930	b3525
G6433		TU0-13064	TU0-13064		b0833
EG12256		TU0-13971	TU0-13971		b3529
EG11236	PM0-46447 // PM0-9570 // PM0-9569	TU0-45142 // TU0-14408 // TU0-12889	TU0-45142 // TU0-14408 // TU0-12889	CPLX0-8109 // PC00061 // PD00288 // G7072-MONOMER	b0315
G7148		TU0-13551	TU0-13551		b2176
G6639	PM0-4261	TU0-4021	TU0-4021	EG11356-MONOMER // PD01352	b1285
EG11088	PM0-46520 // PM00324	TU0-45222 // TU00522	TU0-45222 // TU00522	MONOMER0-4276 // PC00061 // EG11088-MONOMER // CPLX0-7797 // CPLX0-226 // EG12386-MONOMER // PHOSPHO-OMPR	b0113
EG10691	PM0-5441 // PM0-5441	TU0-4287 // TU0-5221 // TU0-5201 // TU00362	TU0-4287 // TU0-5221 // TU0-5201 // TU00362	CPLX0-7705 // EG12386-MONOMER	b0052
G0-9461	PM00405	TU0-5182	TU0-5182	PD00353	b2320
EG11487	PM0-9300	TU0-8864	TU0-8864		b1638
EG11309		TU0-13248	TU0-13248		b1406
EG10693	PM584	TU484 // TU483	TU484 // TU483		b2564
G7259	PM0-10092	TU0-8487	TU0-8487	G7072-MONOMER	b2418
G6879	PM0-9772	TU0-14629 // TU0-14496 // TU0-8865 // TU0-8864	TU0-14629 // TU0-14496 // TU0-8865 // TU0-8864		b1636
EG10694	PM0-10363 // PM0-10362 // PM0-10361	TU0-14741 // TU0-14740 // TU0-14175	TU0-14741 // TU0-14740 // TU0-14175	EG10694-MONOMER	b4260
EG12310		TU0-13656	TU0-13656		b2523
EG10695	PM0-9310 // PM00334 // PM00333	TU0-8874 // TU0-6556 // TU0-6442	TU0-8874 // TU0-6556 // TU0-6442	PD01379 // PD00353	b0237
EG11920		TU0-8488	TU0-8488		b4021
EG10696	PM0-10010	TU0-8489	TU0-8489	PHOSPHO-ARCA	b0932
EG10697		TU0-13792	TU0-13792		b2908
EG10698	PM0-10166	TU0-14056	TU0-14056		b3847
EG11549	PM0-8926	TU0-8490	TU0-8490	CPLX0-7797	b1127
G6129		TU0-12861	TU0-12861		b0254
EG10699	PM0-46539 // PM0-46536 // PM0-10550 // PM933	TU0-45239 // TU0-45236 // TU0-14813 // TU788	TU0-45239 // TU0-45236 // TU0-14813 // TU788	PC00061	b3916
EG10700	PM0-8561 // PM00377	TU0-8181 // TU0-6408	TU0-8181 // TU0-6408	G6745-MONOMER // G7072-MONOMER // CPLX0-228	b1723
EG10028	PM0-46334	TU0-13083	TU0-13083		b0902
EG10701	PM00522 // PM00521 // PM00520 // PM00519 // PM00518	TU00384 // TU00383 // TU00382 // TU00381 // TU00380 // TU00379 // TU00378 // TU00377	TU00384 // TU00383 // TU00382 // TU00381 // TU00380 // TU00379 // TU00378 // TU00377	CPLX0-7705 // PHOSPHO-NARL // CPLX0-226 // PC00027 // EG12105-MONOMER // CPLX0-7797 // PHOSPHO-ARCA	b0903
EG11911		TU00316	TU00316		b3952
EG11910		TU00316	TU00316		b3951
G6531	PM0-8907	TU0-8471	TU0-8471	PHOSPHO-OMPR // MONOMER0-46 // G7072-MONOMER	b1024
G6530		TU0-8471	TU0-8471	PHOSPHO-OMPR // MONOMER0-46 // G7072-MONOMER	b1023
G6529		TU0-8471	TU0-8471	PHOSPHO-OMPR // MONOMER0-46 // G7072-MONOMER	b1022
G6528		TU0-8471	TU0-8471	PHOSPHO-OMPR // MONOMER0-46 // G7072-MONOMER	b1021
EG10702	PM0-46563 // PM180	TU0-45260 // TU0-6444	TU0-45260 // TU0-6444	PD00406	b4025
EG10703	PM0-10554 // PM0-10554 // PM0-10551 // PM0-10551 // PM0-8461 // PM0-8461	TU0-45274 // TU0-45273 // TU0-14818 // TU0-14817 // TU0-14816 // TU0-14814 // TU0-8083 // TU0-8082 // TU0-8081 // TU00443	TU0-45274 // TU0-45273 // TU0-14818 // TU0-14817 // TU0-14816 // TU0-14814 // TU0-8083 // TU0-8082 // TU0-8081 // TU00443	PC00061 // CPLX0-226	b2926
G6397		TU0-8101	TU0-8101	PD00353	b0767
EG12144		TU0-4444	TU0-4444	CPLX0-2021	b0688
EG10704		TU0-14466 // TU0-12921	TU0-14466 // TU0-12921	G7072-MONOMER // PD00353	b0418
EG10705	PM0-46326	TU0-13199	TU0-13199		b1278
EG11371	PM0-10445	TU0-13667	TU0-13667	CPLX0-7756	b2560
G6664		TU0-13217	TU0-13217		b1328
EG10706	PM0-9771	TU0-13451	TU0-13451		b1912
EG10707		TU0-6653	TU0-6653		b2599
EG11271	PM00419	TU0-6653	TU0-6653		b2598
EG11272	PM00374 // PM00374	TU0-14257 // TU0-8856 // TU0-8855 // TU0-6626	TU0-14257 // TU0-8856 // TU0-8855 // TU0-6626	CPLX0-7756 // G7072-MONOMER // CPLX0-7797	b1715
EG10708	PM0-8529	TU0-8149	TU0-8149		b0576
EG10709		TU0-14257 // TU0-6626	TU0-14257 // TU0-6626	CPLX0-7756 // G7072-MONOMER	b1714
EG10710		TU0-14257 // TU0-6626	TU0-14257 // TU0-6626	CPLX0-7756 // G7072-MONOMER	b1713
EG30064	PM00675	TU00520	TU00520	CPLX0-7705	b4134
EG30065	PM00656	TU00501	TU00501	CPLX0-7705	b2967
EG10713	PM00284	TU00201	TU00201	PHOSPHO-PHOB	b4106
EG10714		TU00201	TU00201	PHOSPHO-PHOB	b4105
EG10715		TU00201	TU00201	PHOSPHO-PHOB	b4102
EG10716		TU00201	TU00201	PHOSPHO-PHOB	b4101
EG10717		TU00201	TU00201	PHOSPHO-PHOB	b4100
EG10718		TU00201	TU00201	PHOSPHO-PHOB	b4099
EG10719		TU00201	TU00201	PHOSPHO-PHOB	b4098
EG10720		TU00201	TU00201	PHOSPHO-PHOB	b4097
EG10721	PM0-9835	TU0-14552 // TU00201	TU0-14552 // TU00201	PHOSPHO-PHOB	b4096
EG10722		TU0-14552 // TU00201	TU0-14552 // TU00201	PHOSPHO-PHOB	b4095
EG10723		TU0-14552 // TU00201	TU0-14552 // TU00201	PHOSPHO-PHOB	b4094
EG10724		TU0-14552 // TU00201	TU0-14552 // TU00201	PHOSPHO-PHOB	b4093
EG10725		TU0-14552 // TU00201	TU0-14552 // TU00201	PHOSPHO-PHOB	b4092
EG10727	PM00071	TU00052	TU00052	PHOSPHO-PHOB // PD00353	b0383
EG10728	PM00072	TU00053	TU00053	PD02850 // PHOSPHO-PHOB // G7072-MONOMER	b0399
EG10729	PM00119	TU00086	TU00086	PHOSPHO-PHOB	b0241
EG11734	PM1026 // PM00362	TU866 // TU864	TU866 // TU864	PHOSPHO-PHOB // PD00353 // G7072-MONOMER // EG12386-MONOMER // PHOSPHO-ARCA	b1020
EG10731	PM0-9717 // PM67 // PM66	TU0-14468 // TU66 // TU00319	TU0-14468 // TU66 // TU00319	PHOSPHO-PHOP	b1130
EG10732	PM0-44765	TU0-41681 // TU0-14468 // TU66 // TU00319	TU0-41681 // TU0-14468 // TU66 // TU00319	PHOSPHO-PHOB // PHOSPHO-PHOP	b1129
EG10733		TU00053	TU00053	PD02850 // PHOSPHO-PHOB // G7072-MONOMER	b0400
EG10735	PM0-36186	TU0-45237 // TU0-45216 // TU0-45204 // TU0-36420 // TU0-36419 // TU0-36418 // TU0-14694 // TU00202	TU0-45237 // TU0-45216 // TU0-45204 // TU0-36420 // TU0-36419 // TU0-36418 // TU0-14694 // TU00202	PHOSPHO-PHOB // PC00027 // CPLX0-7797 // G7072-MONOMER	b3724
G7731		TU0-13924	TU0-13924		b3379
EG10736	PM446	TU0-14679 // TU365 // TU362	TU0-14679 // TU365 // TU362	PC00010 // PD00353	b0708
EG10737		TU0-13153	TU0-13153		b1158
G6819		TU0-13316	TU0-13316	G7072-MONOMER	b1545
G6697		TU0-13237	TU0-13237	G7072-MONOMER	b1374
EG12230	PM0-8927	TU0-8491	TU0-8491	CPLX0-7797	b3493
EG12883	PM0-9366	TU0-13818	TU0-13818	PHOSPHO-PHOB // G7072-MONOMER	b2987
EG11896		TU0-13490	TU0-13490		b2014
EG12278	PM449	TU368	TU368	EG12278-MONOMER // CPLX0-226 // PC00027	b3574
EG10738	PM0-10360	TU0-14046	TU0-14046	G7072-MONOMER // PHOSPHO-ARCA	b3821
EG10739		TU0-14049	TU0-14049	G7072-MONOMER	b3825
G6615		TU0-8688	TU0-8688	CPLX0-7680 // EG12386-MONOMER	b1178
EG10740	PM0-36259 // PM-8807	TU0-36440 // TU-8421	TU0-36440 // TU-8421		b4041
EG11377		TU0-13829	TU0-13829		b3018
EG11437	PM0-46337	TU0-5 // TU0-1	TU0-5 // TU0-1		b1090
EG11674		TU0-8756	TU0-8756		b3059
G7172		TU0-13570	TU0-13570		b2259
G0-10707					b4703
EG11135		TU00238	TU00238		b1768
EG10742	PM00274	TU00195	TU00195	CPLX0-7975 // CPLX0-226 // PD00353 // PHOSPHO-ARCA	b0931
G7409	PM0-9715	TU0-13718	TU0-13718		b2700
EG10743	PM00438	TU0-6660 // TU0-6654 // TU0-6223 // TU341	TU0-6660 // TU0-6654 // TU0-6223 // TU341	CPLX0-7705 // CPLX0-226 // CPLX0-228 // PHOSPHO-HYDG // G7072-MONOMER	b3164
EG10744	PM124	TU00320	TU00320	PD00353 // G7072-MONOMER // PHOSPHO-ARCA	b1603
EG10745		TU00320	TU00320	PD00353 // G7072-MONOMER // PHOSPHO-ARCA	b1602
EG11700		TU0-13037	TU0-13037	CPLX0-7975	b0751
EG10746	PM761	TU661	TU661	MONOMER0-160 // PD00353 // G7072-MONOMER	b3863
EG10747	PM0-7961	TU0-7581	TU0-7581	PC00010	b0060
EG10749		TU00321	TU00321		b1126
EG10750		TU00321	TU00321		b1125
EG10751		TU00321	TU00321		b1124
EG10752		TU00321	TU00321		b1123
EG10753		TU00360	TU00360	CPLX0-8285	b0692
EG11629	PM0-9703 // PM0-3541	TU0-14459 // TU00322	TU0-14459 // TU00322	PROTEIN-NRIP // PD00353 // PHOSPHO-ARCA // CPLX0-228	b0854
EG11630		TU0-14459 // TU00322	TU0-14459 // TU00322	PROTEIN-NRIP // PD00353 // PHOSPHO-ARCA // CPLX0-228	b0855
EG11631		TU0-14459 // TU00322	TU0-14459 // TU00322	PROTEIN-NRIP // PD00353 // PHOSPHO-ARCA // CPLX0-228	b0856
EG11632		TU0-14459 // TU00322	TU0-14459 // TU00322	PROTEIN-NRIP // PD00353 // PHOSPHO-ARCA // CPLX0-228	b0857
EG10754	PM0-46505 // PM641	TU0-45205 // TU0-42650 // TU0-13075 // TU541	TU0-45205 // TU0-42650 // TU0-13075 // TU541	PD00214 // CPLX0-7756 // CPLX0-7797 // PHOSPHO-NARL // PHOSPHO-NARP // PC00061 // PD00365 // PD00406	b0871
EG10755	PM0-10191	TU0-8492	TU0-8492		b4226
EG10756	PM00491	TU0-6510	TU0-6510	PC00061 // G7072-MONOMER	b3956
EG12081	PM0-9373	TU0-13745	TU0-13745	CPLX0-3930 // G7072-MONOMER	b2826
EG11156		TU0-13745	TU0-13745	CPLX0-3930 // G7072-MONOMER	b2825
EG11154		TU0-13745	TU0-13745	CPLX0-3930 // G7072-MONOMER	b2823
EG12107	PM0-10364	TU0-12811	TU0-12811	CPLX0-226 // G7072-MONOMER	b0108
G7011		TU0-45144 // TU0-3463	TU0-45144 // TU0-3463		b1838
G7415		TU0-13720	TU0-13720	G7072-MONOMER	b2734
G7111		TU0-13501	TU0-13501	G7072-MONOMER	b2072
EG10757	PM00621 // PM00620 // PM00619 // PM00618	TU00466 // TU00465 // TU00464 // TU00463	TU00466 // TU00465 // TU00464 // TU00463	CPLX0-7740 // CPLX0-226 // CPLX0-7748	b3363
EG10758		TU0-12963	TU0-12963	EG12386-MONOMER // G7072-MONOMER	b0525
